School Name,Address,Mobile Numbers,Phone Numbers
,"Dhurwa, Ranchi, Jharkhand 834004, India",9471110059,(06549) 220055
,"P.O. Doranda, Post Box -16, Ranchi, Jharkhand 834002, India",(0651) 2482703,(06587) 238104
,"Post Box 19, Hazaaribagh, Jharkhand 825301, India",9431104710,(06587) 236104
,"C.R.P.F., P.O.- Dhurwa, H.E.C. Adm Building, Ranchi, Jharkhand 834004, India",9631088704,(0651) 2441019
,"Saraswati Sishu Mandir Shyamdih, Katras Bazar, Dhanbad, Jharkhand 828114, India",(0651) 6571503,(0651) 2441019
,"Main Road, Ranchi, Jharkhand 834001, India",9470109599,(0651) 2265292
,"Haider Ali Road, Kokar, Ranchi, Jharkhand 834001, India",8987661077,(0651) 2265323
,"B-319, Gate No. 2, Road No. 3, Ashok Nagar, Ranchi, Jharkhand 834002, India",7677725239,(06561) 222336
,"New Officers Colony Mohlichawen, Koldiha
, Giridih, Jharkhand 815301, India",9102057979,(06561) 222336
,"Hundur, Jirabar, Ranchi, Jharkhand 835217, India",9709134644,(0326) 2772318
,"Bahera Ashram, J.P. Campus, Chouparan, Hazaaribagh, Jharkhand 825406, India",9431144050,(06553) 236842
,"H.B. Road, Dipatoli, Ranchi, Jharkhand 834009, India",9430315250,(06553) 236642
,"Arsandey, Boreya Road, Kanke, Ranchi, Jharkhand 834006, India",(0657) 2343048,(0651) 2482242
,"Vidya Nagar, Harmu, Ranchi, Jharkhand 835103, India",9431280468,(0651) 2480224
,"Barwaadda, P.O.- Kalyanpur, Jamshedpur, Jharkhand 831012, India",8102233340,(06433) 223561
,"Road No. 3, P.O. - Agrico, Jamshedpur, Jharkhand 831009, India",7677084011,(06433) 223561
,"W.B.D.(TISCO), P.O.- Ghatotand, Ramgarh, Jharkhand 825314, India",(0657) 2280600,(06565) 290004
,"Sijua, P.O.- Bhelatand, Dhanbad, Jharkhand 828103, India",9431111450,(06596) 244224
,"Knowledge City, Village Hazam, P.O. Dundigara, Via. Ramkrishna Mission, Ranchi, Jharkhand 835221, India",9661361001,(06596) 244224
,"10, Aastha Vijay, Uliyan Main Road, Kadma, Jamshedpur, Jharkhand 831005, India",9470383290,(0651) 2260171
,"Tupudana, Ranchi, Jharkhand 834003, India",9431735578,(0651) 2260726
,"Tinplate Jsr Golmuri, Jamshedpur, Jharkhand 831001, India",9430374946,(06542) 232682
,"Baganshahi, Mango Road No: 07, Beside Shahi Club, Jamshedpur, Jharkhand 832110, India",9431389253,(06542) 231207
,"Sector 12-B, Bokaro Steel City, Bokaro, Jharkhand 827012, India",9835139191,(0326) 2220551
,"P.O. Jasidih, Deoghar, Jharkhand 814142, India",(0657) 2276370,(0326) 2220551
,"133/C-3, Vidyalaya Marg, Ashok Nagar, Road No. 4, Ranchi, Jharkhand 834005, India",9431301925,(0651) 2444571
,"M.S. Holding No. 2154/A-75, Ward 20, Mohalla Bariatu Housing Colony, P.S. No. 193, Bariatu, Ranchi, Jharkhand 834009, India",9234601925,(0651) 2444018
,"Shukla Colony, Near Eylex, Hinoo, Ranchi, Jharkhand 834005, India",9304274361,(03262) 2210705
,"Rama Niwas, Beside Holiday Home, Kanke Road, Ranchi, Jharkhand 834012, India",7856095805,(03262) 2210705
,"Ground Floor, Burdwan Compound, Opp. Holy Cross School, Lalpur, Ranchi, Jharkhand 434001, India",70044739500,(06542) 253694
,"New area Morabadi, Near Double Transformer, Ranchi, Jharkhand 834008, India",9304749550,(06542) 253694
,"Bank Colony, Near S.K. Memorial Hospital, Piska More, Ranchi, Jharkhand 834005, India",9572850592,(0657) 2340757
,"10- A, Purulia Road, Ranchi, Jharkhand 834001, India",9430717772,(0657) 2286059
,"Telco Colony, Jamshedpur, Jharkhand 831001, India",9204218199,(0657) 2650623
,"H.No. 89, C Road, Sonari, West Layout, Jamshedpur, Jharkhand 831001, India",(06434) 231231,(0657) 2423983
,"Kadani Road, Golmuri
, Jamshedpur, Jharkhand 831001, India",9334459529,(0657) 2432904
,"Chas, Distt - Bokaro, Bokaro, Jharkhand 827013, India",8709781711,(0657) 2363185
,"Dimna Road, Mango, Jamshedpur, Jharkhand 831012, India",9431090009,(06546) 291910
,"Tube Colony Baridih, Jamshedpur, Jharkhand 831001, India",9430101070,(06553) 222107
,"Chaibasa, Mahulsai (Madkamhatu), Jhinkpani Road, Pashchim Singhbhum, Jharkhand 833201, India",9204858999,(0651) 2273354
,"Ramzan Manzil, Naya Bazar, Bank More
, Dhanbad, Jharkhand 826001, India",7004169247,(0651) 2273346
,"Near Ram Temple, Parsudih Road, Haludbani, Jamshedpur, Jharkhand 831001, India",9891944017,(0657) 2286574
,"6-C, Shiv Mandir Road, Birsa Nagar, Jamshedpur, Jharkhand 831001, India",7654731232,(0651) 2260408
,"Near State Bank of India, Potka Road, Haldipokhar, Jamshedpur, Jharkhand 831001, India",9955994455,(0657) 2730622
,"Near Parsudih Police Station, Makdampur Road, Tatanagar, Jamshedpur, Jharkhand 831002, India",9835173112,(0657) 2731325
,"Potka Road, Haldipokhar, Jamshedpur, Jharkhand 831001, India",9431124540,(0657) 2730951
,"Circular Road, Ranga More, Near Soren Petrol Pump, Deoghar, Jharkhand 816118, India",9470194788,(0657) 2730951
,"Near St. Mary's High School, Samtoli Gotra, Simdega, Ranchi, Jharkhand 835223, India",9608881888,(0657) 2741032
,"Muri, Ranchi, Ranchi, Jharkhand 8351013, India",9304489577,(0657) 2741029
,"Near Parsudih Police Station, Makdampur Road, Tatanagar, Jamshedpur, Jharkhand 831002, India",7250636077,(0657) 2318013
,"Ashok Road, TRF Nagar, Telco, Jamshedpur, Jharkhand 831001, India",7250636077,(0657) 2318013
,"Tikki Tola, Kanke Road, Ranchi, Jharkhand 834008, India",7004827973,(0657) 2211372
,"Road No. 4, Adityapur, Jamshedpur, Jharkhand 831001, India",9771439703,(0657) 2346228
,"Telco Colony, Jamshedpur, Jharkhand 831004, India",9771439707,(0657) 2310195
,"Tisco Complex Colony, Jamshedpur, Jharkhand 248001, India",8804643112,(0657) 2226774
,"No. 10, Basti Golmuri, Sukhia Road, Jamshedpur, Jharkhand 831001, India",7677888000,(06582) 255295
,"Morabadi - Boreya, Road, Ranchi, Jharkhand 835240, India",7858888000,(0657) 6645219
,"Ram Nagar Colony, Chas, Bokaro, Jharkhand 827013, India",9693888000,(0651) 2265786
,"Chhota Govindpur, Jamshedpur, Jharkhand 831015, India",9204384906,(0657) 2425628
,"Pundag Vikash Nagar, Ranchi, Jharkhand 834004, India",8092390035,(0651) 6066626
,"Vikas Vidyalaya School Complex, Neori, Ranchi, Jharkhand 835217, India",9334349321,(0651) 2521360
,"506, H Road, Sonari, Jamshedpur, Jharkhand 831011, India",8084018884,(0657) 2431799
,"Rabindra Path, Hazaaribagh, Jharkhand 825301, India",6201680077,(02832) 320361
,"Chenub Road, P.O. Sakchi, Jamshedpur, Jharkhand 831001, India",7070098753,(0657) 2285093
,"H.E.C. Colony, Near Shahid Maidan, 
Sector- II, Ranchi, Jharkhand 834004, India",9102990115,(0651) 6565004
,"Piska Nagri, Ranchi, Jharkhand 834003, India",(0651) 2230306,(0651) 2260248
,"3/A, Gurunanak Nagar, Sakchi, Jamshedpur, Jharkhand 831001, India",9431172302,(0651) 2260323
,"Ashok Kunj, Opp Road No. 3, Ashok Nagar, Ranchi, Jharkhand 834002, India",9334410444,(0651) 2350885
,"XITE, Gamharia, Jamshedpur, Jharkhand 832108, India",9431907776,(0657) 6060200
,"206, Tamulia, P.O.- Kapali, P.S.- Chandil, Dist.- Saraikela-Kharsawan, Jamshedpur, Jharkhand 831012, India",9334208731,(06532) 223371
,"Near CIP Boundary, Patratoli, Kanke, Ranchi, Jharkhand 834006, India",9304137748,(06532) 224250
,,9631505589,(0657) 2745044
,,9304542457,(06542) 227814
,,8709949712,(06542) 243195
,,7903285134,(0651) 2284134
,,9304049664,(06562) 222862
,,9431121122,(0657) 2301760
,,(0326) 2262023,(0657) 2301760
,,8987623806,(0651) 6571482
,,9334382331,(0651) 2265633
,,6200814432,(0651) 2261702
,,9835305230,(0657) 6540005
,,8092150893,(0657) 2372803
,,9431155624,(06582) 255282
,,9798637137,(06582) 255328
,,9470307392,(0326) 2381643
,,9470959772,(0651) 2206216
,,7542965113,(06542) 279250
,,9031346649,(06542) 276811
,,8002368123,(0651) 2542428
,,9304088764,(0657) 2372153
,,9641860593,(0151) 235741
,,7070484247,(06542) 234275
,,9122502100,(06542) 234275
,,7979913980,(0651) 2281176
,,8409056162,(06558) 292558
,,9162974500,(0651) 2544550
,,9708692143,(0651) 2545489
,,9470992043,(0657) 2372782
,,9199960739,(0651) 2543384
,,9431507826,(0657) 2226745
,,8709186194,(0657) 2226745
,,6200992505,(06542) 232034
,,8292922732,(0651) 6571875
,,9334281815,(0657) 2421744
,,9955994455,(0657) 2305367
,,9835173112,(0326) 2381373
,,9525193000,(0326) 2381372
,,7004044001,(06540) 274377
,,9431108448,(0326) 2245860
,,9308463248,(0326) 2203259
,,9525193000,(0326) 2204959
,,9431126300,(0651) 6452405
,,(0657) 2288753,(0651) 2440707
,,9204125737,(0326) 285449
,,9430337503,(0657) 2291458
,,9334638564,(06582) 255321
,,9431144158,(0657) 2370704
,,7718805259,(0657) 2421413
,,8051126511,(0651) 2532659
,,8292582299,(0326) 2230713
,,8825362729,(06532) 221271
,,(0651) 6999444,(0657) 2268511
,,9525115111,(0657) 2315572
,,9234266275,(0651) 2208260
,,(06540) 275010,(06432) 270263
,,9431127027,(06542) 234098
,,7870644847,(0651) 2265465
,,9471761651,(0657) 2362864
,,(0653) 422272,(0326) 2473002
,,8294694508,(0657) 2298023
,,(0651) 2541110,(0657) 2286811
,,9835331052,(0657) 2286811
,,7370808180,(0657) 2286912
,,(0651) 2550269,(06542) 2268589
,,8986645307,(06542) 265655
,,(0326) 3203526,(0657) 2650400
,,9470945398,(0651) 2331784
,,(0651) 2230693,(0651) 2330996
,,9470358722,(06553) 222091
,,90062825633,(0651) 2331784
,,9297779908,(0651) 2252284
,,9297779909,(0657) 2292723
,,9234742716,(06582) 255320
,,9835524491,(0657) 2745060
,,9431170071,(0657) 2443264
,,9431353622,(0657) 2286677
,,9835143718,(0657) 2284061
,,9431383057,(0651) 3292566
,,8757674340,(0657) 2210699
,,(0657) 2431799,(0657) 2741776
,,7061385600,(06524) 221414
,,(06591) 232536,(06542) 253543
,,7631998022,(06542) 253007
,,7631998023,(06532) 226529
,,(0326) 2396200,(06522) 222253
,,7631998024,(06548) 285805
,,(06549) 242204,(06582) 259748
,,7631998026,(06562) 222456
,,9204851565,(06561) 218075
,,9204851566,(06523) 220536
,,9204851568,(06523) 220536
,,7631998029,(06434) 248110
,,8539993931,(06534) 252570
,,8987392597,(06565) 290053
,,(06542) 233544,(06526) 275571
,,9234300512,(06526) 275571
,,(06542) 233615,(06432) 290372
,,9472729746,(06436) 222778
,,9234302208,(0657) 2745249
,,9234302209,(06435) 228067
,,9204794995,(06549) 230611
,,9204797187,(06549) 230611
,,(0326) 2227039,(0651) 2535836
,,(06531) 276372,(0651) 2411221
,,9905328578,(0651) 2410605
,,9905328509,(0657) 2220420
,,9939450003,(0657) 2360715
,,9431106310,(0652) 2292636
,,9308303127,(0657) 2317365
,,9934358179,(0657) 6503045
,,9308994437,(0657) 6451712
,,(0657) 290583,(0657) 2362819
,,9204772264,(0657) 2142698
,,9835749300,(0651) 2442484
,,8987588000,(0651) 2443016
,,9006448396,(06434) 2309458
,,8084994139,(0657) 2347337
,,9835161094,(0657) 2428165
,,7545883333,(06549) 220495
,,6203388680,(06549) 220055
,,8252446041,(06587) 238104
,,(0651) 2544545,(06587) 236104
,,9470368892,(0651) 2441019
,,7644870460,(0651) 2441019
,,7352801113,(0651) 2265292
,,9430115888,(0651) 2265323
,,9431360895,(06561) 222336
,,9304076515,(06561) 222336
,,(0809) 2051349,(0326) 2772318
,,8092051349,(06553) 236842
,,9234686509,(06553) 236642
,,9431753396,(0651) 2482242
,,9308978449,(0651) 2480224
,,9234611998,(06433) 223561
,,9234613034,(06433) 223561
,,9204559057,(06565) 290004
,,(0657) 2943376,(06596) 244224
,,9334617811,(06596) 244224
,,(0651) 6455443,(0651) 2260171
,,9386301502,(0651) 2260726
,,8969511302,(06542) 232682
,,9470928100,(06542) 231207
,,(0651) 2290889,(0326) 2220551
,,9835010057,(0326) 2220551
,,9431325455,(0651) 2444571
,,9431581032,(0651) 2444018
,,9304076737,(03262) 2210705
,,9934243743,(03262) 2210705
,,9570146316,(06542) 253694
,,8102918077,(06542) 253694
,,9386416554,(0651) 2525601
,,9430354215,(06553) 222311
,,9431701212,(06553) 221115
,,8102918077,(06423) 242238
,,9386416554,(06423) 242238
,,9709742219,(0657) 2292244
,,7294857793,(0657) 2292288
,,9431058132,(06585) 256488
,,9835727617,(0657) 2426534
,,9661114252,(0326) 2303327
,,8102918073,(0657) 2345784
,,9386416554,(0326) 2460792
,,8092556972,(0657) 6560320
,,8210223826,(0657) 2340757
,,8863888756,(0657) 2286059
,,9631748366,(0657) 2650623
,,9631747403,(0657) 2423983
,,8228008730,(0657) 2432904
,,8863807777,(0657) 2363185
,,7004809755,(06546) 291910
,,7004527249,(06553) 222107
,,9304181259,(0651) 2273354
,,9431155301,(0651) 2273346
,,9386591855,(0657) 2286574
,,9304308468,(0651) 2260408
,,9798855972,(0657) 2730622
,,8709732639,(0657) 2731325
,,9955581227,(0657) 2730951
,,(0656) 2290952,(0657) 2730951
,,9308009619,(0657) 2741032
,,8986728899,(0657) 2741029
,,9430114499,(0657) 2318013
,,9905534659,(0657) 2318013
,,(0657) 2430514,(0657) 2211372
,,9835564900,(0657) 2346228
,,(0651) 2247185,(0657) 2310195
,,9835193030,(0657) 2226774
,,9835197060,(06582) 255295
,,(0651) 3298879,(0657) 6645219
,,9431590923,(0651) 2265786
,,9431389184,(0657) 2425628
,,(0326) 3200743,(0651) 6066626
,,9234190291,(0651) 2521360
,,(0657) 6419409,(0657) 2431799
,,9234703111,(02832) 320361
,,8340754629,(0657) 2285093
,,8002458115,(0651) 6565004
,,(0326) 6555512,(0651) 2260248
,,9835928658,(0651) 2260323
,,(0651) 2530555,(0651) 2350885
,,7631076753,(0657) 6060200
,,9122907233,(06532) 223371
,,9798759886,(06532) 224250
,,8674911475,(0657) 2745044
,,(0657) 2285405,(06542) 227814
,,9835111983,(06542) 243195
,,(06540) 293366,(0651) 2284134
,,9431363121,(06562) 222862
,,(06540) 293366,(0657) 2301760
,,7079294105,(0657) 2301760
,,(06532) 239235,(0651) 6571482
,,9431363121,(0651) 2265633
,,(06532) 239235,(0651) 2261702
,,(06422) 228321,(0657) 6540005
,,9431749979,(0657) 2372803
,,(06433) 290833,(06582) 255282
,,9471720989,(06582) 255328
,,9470591222,(0326) 2381643
,,9835124219,(0651) 2206216
,,9835907100,(06542) 279250
,,9835054624,(06542) 276811
,,7643828111,(0651) 2542428
,,9470959772,(0657) 2372153
,,9279005019,(0151) 235741
,,7250975663,(06542) 234275
,,(0652) 2244147,(06542) 234275
,,9507037622,(0651) 2281176
,,9507037621,(06558) 292558
,,(06584) 222221,(0651) 2544550
,,9708039398,(0651) 2545489
,,(06584) 262205,(0657) 2372782
,,(06553) 256623,(0651) 2543384
,,9234302109,(0657) 2226745
,,(06553) 256623,(0657) 2226745
,,(0651) 2506274,(06542) 232034
,,9334063500,(0651) 6571875
,,9887029143,(0657) 2421744
,,9887029143,(0657) 2305367
,,(0651) 2330949,(0326) 2381373
,,9334436045,(0326) 2381372
,,9234051234,(06540) 274377
,,9431174163,(0326) 2245860
,,(06553) 222107,(0326) 2203259
,,9471543104,(0326) 2204959
,,9835124219,(0651) 6452405
,,9835907100,(0651) 2440707
,,9835054624,(0326) 285449
,,7643828111,(0657) 2291458
,,9470959772,(06582) 255321
,,9279005019,(0657) 2370704
,,7250975663,(0657) 2421413
,,(0652) 2244147,(0651) 2532659
,,9507037622,(0326) 2230713
,,9507037621,(06532) 221271
,,(06584) 222221,(0657) 2268511
,,9708039398,(0657) 2315572
,,(06584) 262205,(0651) 2208260
,,(06553) 256623,(06432) 270263
,,9234302109,(06542) 234098
,,(06553) 256623,(0651) 2265465
,,(0651) 2506274,(0657) 2362864
,,9334063500,(0326) 2473002
,,9887029143,(0657) 2298023
,,9887029143,(0657) 2286811
,,(0651) 2330949,(0657) 2286811
,,9334436045,(0657) 2286912
,,9234051234,(06542) 2268589
,,9431174163,(06542) 265655
,,(06553) 222107,(0657) 2650400
,,9471543104,(0651) 2331784
,,9546760825,(0651) 2330996
,,9835738905,(06553) 222091
,,7856080500,(0651) 2331784
,,9304803232,(0651) 2252284
,,9334266402,(0657) 2292723
,,9471150000,(06582) 255320
,,9801994801,(0657) 2745060
,,9430303798,(0657) 2443264
,,9431180610,(0657) 2286677
,,9334111102,(0657) 2284061
,,9471110059,(0651) 3292566
,,(0651) 2482703,(0657) 2210699
,,9431104710,(0657) 2741776
,,9631088704,(06524) 221414
,,(0651) 6571503,(06542) 253543
,,9470109599,(06542) 253007
,,8987661077,(06532) 226529
,,7677725239,(06522) 222253
,,9102057979,(06548) 285805
,,9709134644,(06582) 259748
,,9431144050,(06562) 222456
,,9430315250,(06561) 218075
,,(0657) 2343048,(06523) 220536
,,9431280468,(06523) 220536
,,8102233340,(06434) 248110
,,7677084011,(06534) 252570
,,(0657) 2280600,(06565) 290053
,,9431111450,(06526) 275571
,,9661361001,(06526) 275571
,,9470383290,(06432) 290372
,,9431735578,(06436) 222778
,,9430374946,(0657) 2745249
,,9431389253,(06435) 228067
,,9835139191,(06549) 230611
,,(0657) 2276370,(06549) 230611
,,9431301925,(0651) 2535836
,,9234601925,(0651) 2411221
,,9304274361,(0651) 2410605
,,7856095805,(0657) 2220420
,,70044739500,(0657) 2360715
,,9304749550,(0652) 2292636
,,9572850592,(0657) 2317365
,,9430717772,(0657) 6503045
,,9204218199,(0657) 6451712
,,(06434) 231231,(0657) 2362819
,,9334459529,(0657) 2142698
,,8709781711,(0651) 2442484
,,9431090009,(0651) 2443016
,,9430101070,(06434) 2309458
,,9204858999,(0657) 2347337
,,7004169247,(0657) 2428165
,,9891944017,(06549) 220495
,,7654731232,(06549) 220055
,,9835124219,(06587) 238104
,,9835907100,(06587) 236104
,,9835054624,(0651) 2441019
,,7643828111,(0651) 2441019
,,9470959772,(0651) 2265292
,,9279005019,(0651) 2265323
,,7250975663,(06561) 222336
,,(0652) 2244147,(06561) 222336
,,9507037622,(0326) 2772318
,,9507037621,(06553) 236842
,,(06584) 222221,(06553) 236642
,,9708039398,(0651) 2482242
,,(06584) 262205,(0651) 2480224
,,(06553) 256623,(06433) 223561
,,9234302109,(06433) 223561
,,(06553) 256623,(06565) 290004
,,(0651) 2506274,(06596) 244224
,,9334063500,(06596) 244224
,,9887029143,(0651) 2260171
,,9887029143,(0651) 2260726
,,(0651) 2330949,(06542) 232682
,,9334436045,(06542) 231207
,,9234051234,(0326) 2220551
,,9431174163,(0326) 2220551
,,(06553) 222107,(0651) 2444571
,,9471543104,(0651) 2444018
,,9546760825,(03262) 2210705
,,9835738905,(03262) 2210705
,,7856080500,(06542) 253694
,,9304803232,(06542) 253694
,,9334266402,(0651) 2525601
,,9471150000,(06553) 222311
,,9801994801,(06553) 221115
,,9430303798,(06423) 242238
,,9431180610,(06423) 242238
,,9334111102,(0657) 2292244
,,9471110059,(0657) 2292288
,,(0651) 2482703,(06585) 256488
,,9431104710,(0657) 2426534
,,9631088704,(0326) 2303327
,,(0651) 6571503,(0657) 2345784
,,9470109599,(0326) 2460792
,,8987661077,(0657) 6560320
,,7677725239,(06534) 252903
,,9102057979,(0657) 2340757
,,9709134644,(0657) 2286059
,,9431144050,(0657) 2650623
,,9430315250,(0657) 2423983
,,(0657) 2343048,(0657) 2432904
,,9431280468,(0657) 2363185
,,8102233340,(06546) 291910
,,7677084011,(06553) 222107
,,(0657) 2280600,(0651) 2273354
,,9431111450,(0651) 2273346
,,9661361001,(0657) 2286574
,,9470383290,(0651) 2260408
,,9431735578,(0657) 2730622
,,9430374946,(0657) 2731325
,,9431389253,(0657) 2730951
,,9835139191,(0657) 2730951
,,(0657) 2276370,(0657) 2741032
,,9431301925,(0657) 2741029
,,9234601925,(0657) 2318013
,,9304274361,(0657) 2318013
,,7856095805,(0657) 2211372
,,70044739500,(0657) 2346228
,,9304749550,(0657) 2310195
,,9572850592,(0657) 2226774
,,9430717772,(06582) 255295
,,9204218199,(0657) 6645219
,,(06434) 231231,(0651) 2265786
,,9334459529,(0657) 2425628
,,8709781711,(0651) 6066626
,,9431090009,(0651) 2521360
,,9430101070,(0657) 2431799
,,9204858999,(02832) 320361
,,7004169247,(0657) 2285093
,,9891944017,(0651) 6565004
,,7654731232,(0651) 2260248
,,9955994455,(0651) 2260323
,,9835173112,(0651) 2350885
,,9431124540,(0657) 6060200
,,9470194788,(06532) 223371
,,9608881888,(06532) 224250
,,9304489577,(0657) 2745044
,,7250636077,(06542) 227814
,,7250636077,(06542) 243195
,,7004827973,(0651) 2284134
,,9771439703,(06562) 222862
,,9771439707,(0657) 2301760
,,8804643112,(0657) 2301760
,,7677888000,(0651) 6571482
,,7858888000,(0651) 2265633
,,9693888000,(0651) 2261702
,,9204384906,(0657) 6540005
,,8092390035,(0657) 2372803
,,9334349321,(06582) 255282
,,8084018884,(06582) 255328
,,6201680077,(0326) 2381643
,,7070098753,(0651) 2206216
,,9102990115,(06542) 279250
,,(0651) 2230306,(06542) 276811
,,9431172302,(0651) 2542428
,,9334410444,(0657) 2372153
,,9431907776,(0151) 235741
,,9334208731,(06542) 234275
,,9304137748,(06542) 234275
,,9631505589,(0651) 2281176
,,9304542457,(06558) 292558
